,date,time,currency,impact,event,actual,forecast,previous
5272,2021-11-14, ,CNY,low,Unemployment Rate,4.9%,4.9%,4.9%
5273,2021-11-13,12:10,USD,medium,FOMC Member Williams Speaks,,,
5274,2021-11-12,12:30,CHF,medium,Gov Board Member Maechler Speaks,,,
5275,2021-11-12,4:30,NZD,low,BusinessNZ Manufacturing Index,54.3,,51.6
5276,2021-11-12, ,USD,low,Prelim UoM Inflation Expectations,4.9%,,4.8%
5277,2021-11-12, ,USD,medium,Prelim UoM Consumer Sentiment,66.8,72.5,71.7
5278,2021-11-12,22:00,USD,medium,JOLTS Job Openings,10.44M,10.02M,10.63M
5279,2021-11-12,21:00,GBP,low,MPC Member Haskel Speaks,,,
5280,2021-11-12,All Day,EUR,low,ECOFIN Meetings,,,
5281,2021-11-12,17:00,EUR,low,Industrial Production m/m,-0.2%,-0.5%,-1.7%
5282,2021-11-12,14:30,CHF,low,PPI m/m,0.6%,0.4%,0.2%
5283,2021-11-12,14:00,EUR,low,German WPI m/m,1.6%,0.6%,0.8%
5284,2021-11-11,7:30,AUD,high,Employment Change,-46.3K,50.0K,-141.1K
5285,2021-11-11,7:03,AUD,low,MI Inflation Expectations,4.6%,,3.6%
5286,2021-11-11,7:01,GBP,low,RICS House Price Balance,70%,65%,69%
5287,2021-11-11,6:50,JPY,low,PPI y/y,8.0%,6.9%,6.4%
5288,2021-11-11,4:45,NZD,medium,FPI m/m,-0.9%,,0.5%
5289,2021-11-11,2:00,USD,low,Federal Budget Balance,-165.1B,-180.3B,-61.5B
5290,2021-11-11,1:01,USD,medium,30-y Bond Auction,1.94|2.2,,2.05|2.4
5291,2021-11-11,12:00,USD,low,Natural Gas Storage,7B,9B,63B
5292,2021-11-11,All Day,CAD,holiday,Bank Holiday,,,
5293,2021-11-11,All Day,USD,holiday,Bank Holiday,,,
5294,2021-11-11,19:58,GBP,low,NIESR GDP Estimate,1.0%,,1.3%
5295,2021-11-11, ,GBP,low,Industrial Production m/m,-0.4%,0.2%,1.0%
5296,2021-11-11,All Day,EUR,holiday,French Bank Holiday,,,
5297,2021-11-11, ,GBP,low,Manufacturing Production m/m,-0.1%,0.2%,0.3%
5298,2021-11-11, ,GBP,low,Index of Services 3m/3m,1.6%,1.9%,3.5%
5299,2021-11-11, ,GBP,low,Goods Trade Balance,-14.7B,-14.3B,-13.7B
5300,2021-11-11, ,GBP,low,GDP m/m,0.6%,0.4%,0.2%
5301,2021-11-11, ,GBP,low,Construction Output m/m,1.3%,0.2%,-0.7%
5302,2021-11-11,14:00,GBP,medium,Prelim GDP q/q,1.3%,1.5%,5.5%
5303,2021-11-11,17:45,GBP,low,MPC Member Mann Speaks,,,
5304,2021-11-11,16:00,EUR,low,ECB Economic Bulletin,,,
5305,2021-11-11,17:00,EUR,medium,EU Economic Forecasts,,,
5306,2021-11-11, ,GBP,low,Prelim Business Investment q/q,0.4%,3.5%,4.5%
5307,2021-11-10,8:30,CNY,low,CPI y/y,1.5%,1.4%,0.7%
5308,2021-11-10, ,AUD,high,Unemployment Rate,5.2%,4.8%,4.6%
5309,2021-11-10,7:00,NZD,low,Prelim ANZ Business Confidence,-18.1,,-13.4
5310,2021-11-10,1:01,USD,medium,10-y Bond Auction,1.44|2.4,,1.58|2.6
5311,2021-11-10,5:45,CAD,high,BOC Gov Macklem Speaks,,,
5312,2021-11-10,6:50,JPY,low,M2 Money Stock y/y,4.2%,4.0%,4.2%
5313,2021-11-10,6:30,AUD,low,Westpac Consumer Sentiment,0.6%,,-1.5%
5314,2021-11-10,22:30,USD,medium,Crude Oil Inventories,1.0M,1.6M,3.3M
5315,2021-11-10, ,EUR,low,Italian Industrial Production m/m,0.1%,-0.1%,-0.3%
5316,2021-11-10,16:00,EUR,low,German Buba President Weidmann Speaks,,,
5317,2021-11-10, ,CNY,low,New Loans,826B,800B,1660B
5318,2021-11-10, ,USD,low,Mortgage Delinquencies,4.88%,,5.47%
5319,2021-11-10,15:01,CNY,low,M2 Money Supply y/y,8.7%,8.3%,8.3%
5320,2021-11-10,14:00,EUR,low,German Final CPI m/m,0.5%,0.5%,0.5%
5321,2021-11-10,24:57,JPY,low,Prelim Machine Tool Orders y/y,81.5%,,71.9%
5322,2021-11-10,17:36,EUR,low,German 10-y Bond Auction,-0.29|1.1,,-0.16|1.1
5323,2021-11-10,20:30,GBP,low,MPC Member Tenreyro Speaks,,,
5324,2021-11-10, ,USD,high,CPI m/m,0.9%,0.6%,0.4%
5325,2021-11-10, ,USD,high,CPI y/y,6.2%,5.9%,5.4%
5326,2021-11-10, ,USD,high,Core CPI m/m,0.6%,0.4%,0.2%
5327,2021-11-10, ,USD,medium,Unemployment Claims,267K,257K,271K
5328,2021-11-10,22:00,USD,low,Final Wholesale Inventories m/m,1.4%,1.1%,1.1%
5329,2021-11-09,12:00,GBP,high,BOE Gov Bailey Speaks,,,
5330,2021-11-09, ,CNY,low,PPI y/y,13.5%,12.2%,10.7%
5331,2021-11-09,6:30,JPY,low,Average Cash Earnings y/y,0.2%,0.6%,0.6%
5332,2021-11-09,1:50,USD,medium,FOMC Member Evans Speaks,,,
5333,2021-11-09,2:00,USD,low,Loan Officer Survey,,,
5334,2021-11-09,3:30,AUD,low,NAB Business Confidence,21,,10
5335,2021-11-09,4:00,USD,low,FOMC Financial Stability Report,,,
5336,2021-11-09,6:50,JPY,low,Bank Lending y/y,0.9%,0.7%,0.6%
5337,2021-11-09,7:01,GBP,low,BRC Retail Sales Monitor y/y,-0.2%,1.1%,-0.6%
5338,2021-11-09,10:35,JPY,low,30-y Bond Auction,0.68|3.4,,0.70|2.9
5339,2021-11-09,23:00,GBP,high,BOE Gov Bailey Speaks,,,
5340,2021-11-09,21:00,USD,high,Fed Chair Powell Speaks,,,
5341,2021-11-09,23:35,USD,low,FOMC Member Daly Speaks,,,
5342,2021-11-09,20:30,USD,high,PPI m/m,0.6%,0.6%,0.5%
5343,2021-11-09,24:00,JPY,low,Economy Watchers Sentiment,55.5,48.6,42.1
5344,2021-11-09,14:05,EUR,low,German Trade Balance,13.2B,14.2B,14.0B
5345,2021-11-09,14:45,EUR,low,French Trade Balance,-6.8B,-7.0B,-6.7B
5346,2021-11-09,17:00,EUR,medium,ZEW Economic Sentiment,25.9,20.6,21.0
5347,2021-11-09, ,EUR,medium,German ZEW Economic Sentiment,31.7,20.3,22.3
5348,2021-11-09,22:30,GBP,medium,MPC Member Broadbent Speaks,,,
5349,2021-11-09,18:00,USD,low,NFIB Small Business Index,98.2,99.4,99.1
5350,2021-11-09,20:00,EUR,medium,ECB President Lagarde Speaks,,,
5351,2021-11-09,All Day,EUR,low,ECOFIN Meetings,,,
5352,2021-11-09, ,USD,medium,Core PPI m/m,0.4%,0.5%,0.2%
5353,2021-11-08, ,USD,medium,FOMC Member Bowman Speaks,,,
5354,2021-11-08,16:30,EUR,low,Sentix Investor Confidence,18.3,14.9,16.9
5355,2021-11-08,6:50,JPY,low,BOJ Summary of Opinions,,,
5356,2021-11-08,13:45,CHF,low,Unemployment Rate,2.7%,2.7%,2.8%
5357,2021-11-08, ,JPY,low,Current Account,0.76T,0.85T,0.88T
5358,2021-11-08,24:00,JPY,low,Leading Indicators,99.7%,99.9%,101.3%
5359,2021-11-08,All Day,EUR,low,Eurogroup Meetings,,,
5360,2021-11-08,21:00,USD,medium,FOMC Member Clarida Speaks,,,
5361,2021-11-08,22:30,USD,high,Fed Chair Powell Speaks,,,
5362,2021-11-08,22:55,USD,low,FOMC Member Williams Speaks,,,
5363,2021-11-07,14:00,CAD,holiday,Daylight Saving Time Shift,,,
5364,2021-11-07, ,USD,holiday,Daylight Saving Time Shift,,,
5365,2021-11-07,11:01,CNY,low,Trade Balance,546B,386B,433B
5366,2021-11-07,11:02,CNY,low,USD-Denominated Trade Balance,84.5B,64.0B,66.8B
5367,2021-11-06,3:00,USD,low,Consumer Credit m/m,29.9B,16.1B,13.8B
5368,2021-11-05,12:50,GBP,low,MPC Member Cunliffe Speaks,,,
5369,2021-11-05,21:00,GBP,low,MPC Member Tenreyro Speaks,,,
5370,2021-11-05,22:00,CAD,medium,Ivey PMI,59.3,71.2,70.4
5371,2021-11-05, ,USD,high,Average Hourly Earnings m/m,0.4%,0.4%,0.6%
5372,2021-11-05,5:30,AUD,low,AIG Services Index,47.6,,45.7
5373,2021-11-05,7:30,JPY,low,Household Spending y/y,-1.9%,-3.5%,-3.0%
5374,2021-11-05,8:30,AUD,medium,RBA Monetary Policy Statement,,,
5375,2021-11-05, ,USD,high,Non-Farm Employment Change,531K,455K,312K
5376,2021-11-05, ,USD,high,Unemployment Rate,4.6%,4.7%,4.8%
5377,2021-11-05, ,CAD,high,Unemployment Rate,6.7%,6.8%,6.9%
5378,2021-11-05,20:30,CAD,high,Employment Change,31.2K,42.0K,157.1K
5379,2021-11-05,16:00,CHF,low,Foreign Currency Reserves,923B,,939B
5380,2021-11-05, ,EUR,low,French Prelim Private Payrolls q/q,0.5%,0.6%,1.4%
5381,2021-11-05, ,GBP,low,Halifax HPI m/m,0.9%,0.7%,1.7%
5382,2021-11-05,15:45,EUR,low,French Industrial Production m/m,-1.3%,0.0%,1.0%
5383,2021-11-05,17:00,EUR,low,Italian Retail Sales m/m,0.8%,0.2%,0.8%
5384,2021-11-05,18:00,EUR,low,Retail Sales m/m,-0.3%,0.2%,1.0%
5385,2021-11-05,20:15,GBP,low,MPC Member Ramsden Speaks,,,
5386,2021-11-05,15:00,EUR,low,German Industrial Production m/m,-1.1%,1.1%,-3.5%
5387,2021-11-04,2:30,USD,high,FOMC Press Conference,,,
5388,2021-11-04, ,USD,low,Prelim Unit Labor Costs q/q,8.3%,7.1%,1.3%
5389,2021-11-04,20:30,CAD,low,Trade Balance,1.9B,1.5B,1.5B
5390,2021-11-04, ,GBP,high,BOE Gov Bailey Speaks,,,
5391,2021-11-04, ,USD,medium,Unemployment Claims,269K,273K,283K
5392,2021-11-04, ,USD,low,Prelim Nonfarm Productivity q/q,-5.0%,-3.2%,2.1%
5393,2021-11-04,22:30,USD,low,Natural Gas Storage,63B,67B,87B
5394,2021-11-04, ,USD,low,Trade Balance,-80.9B,-80.1B,-72.8B
5395,2021-11-04,21:00,EUR,medium,ECB President Lagarde Speaks,,,
5396,2021-11-04,8:00,NZD,low,ANZ Commodity Prices m/m,2.1%,,1.5%
5397,2021-11-04, ,GBP,high,Monetary Policy Summary,,,
5398,2021-11-04,8:30,AUD,low,Retail Sales m/m,1.3%,1.3%,1.3%
5399,2021-11-04,12:00,GBP,medium,BOE Gov Bailey Speaks,,,
5400,2021-11-04, ,GBP,high,Official Bank Rate,0.10%,0.10%,0.10%
5401,2021-11-04, ,GBP,high,MPC Official Bank Rate Votes,2-0-7,0-0-9,0-0-9
5402,2021-11-04,17:30,GBP,low,Construction PMI,54.6,52.0,52.6
5403,2021-11-04,15:00,EUR,low,German Factory Orders m/m,1.3%,1.7%,-8.8%
5404,2021-11-04,16:00,CHF,low,SECO Consumer Climate,4,7,8
5405,2021-11-04,16:15,EUR,low,Spanish Services PMI,56.6,55.7,56.9
5406,2021-11-04,16:45,EUR,low,Italian Services PMI,52.4,54.6,55.5
5407,2021-11-04, ,GBP,high,MPC Asset Purchase Facility Votes,0-3-6,0-2-7,0-2-7
5408,2021-11-04,16:55,EUR,low,German Final Services PMI,52.4,52.4,52.4
5409,2021-11-04,17:00,EUR,low,Final Services PMI,54.6,54.7,54.7
5410,2021-11-04,16:50,EUR,low,French Final Services PMI,56.6,56.6,56.6
5411,2021-11-04,17:50,EUR,low,Spanish 10-y Bond Auction,0.48|1.3,,0.45|1.4
5412,2021-11-04,18:00,EUR,low,French 10-y Bond Auction,0.16|1.8,,0.15|2.1
5413,2021-11-04, ,EUR,low,PPI m/m,2.7%,2.3%,1.1%
5414,2021-11-04,All Day,All,high,OPEC-JMMC Meetings,,,
5415,2021-11-04,19:30,USD,low,Challenger Job Cuts y/y,-71.7%,,-84.9%
5416,2021-11-04,20:00,GBP,high,Asset Purchase Facility,875B,875B,875B
5417,2021-11-04, ,GBP,high,BOE Monetary Policy Report,,,
5418,2021-11-04,2:00,USD,high,FOMC Statement,,,
5419,2021-11-03,9:45,CNY,low,Caixin Services PMI,53.8,53.0,53.4
5420,2021-11-03,8:30,AUD,low,Building Approvals m/m,-4.3%,-2.0%,7.6%
5421,2021-11-03,5:45,NZD,high,Employment Change q/q,2.0%,0.4%,1.0%
5422,2021-11-03,5:30,AUD,low,AIG Construction Index,57.6,,53.3
5423,2021-11-03,4:00,NZD,medium,RBNZ Financial Stability Report,,,
5424,2021-11-03, ,AUD,low,Trade Balance,12.24B,12.25B,14.74B
5425,2021-11-03, ,USD,high,Federal Funds Rate,<0.25%,<0.25%,<0.25%
5426,2021-11-03,20:15,USD,high,ADP Non-Farm Employment Change,571K,400K,523K
5427,2021-11-03,22:30,USD,medium,Crude Oil Inventories,3.3M,1.9M,4.3M
5428,2021-11-03,15:00,GBP,low,Nationwide HPI m/m,0.7%,0.3%,0.2%
5429,2021-11-03,18:00,EUR,medium,ECB President Lagarde Speaks,,,
5430,2021-11-03,17:30,GBP,low,Final Services PMI,59.1,58.0,58.0
5431,2021-11-03,17:00,EUR,low,Italian Monthly Unemployment Rate,9.2%,9.3%,9.3%
5432,2021-11-03,16:00,EUR,medium,Spanish Unemployment Change,-0.7K,21.2K,-76.1K
5433,2021-11-03,15:45,EUR,low,French Gov Budget Balance,-175.1B,,-178.0B
5434,2021-11-03, ,EUR,low,Unemployment Rate,7.4%,7.4%,7.5%
5435,2021-11-03,21:00,CAD,low,Gov Council Member Gravelle Speaks,,,
5436,2021-11-03,21:45,USD,low,Final Services PMI,58.7,58.2,58.2
5437,2021-11-03,22:00,USD,high,ISM Services PMI,66.7,61.9,61.9
5438,2021-11-03, ,USD,low,Factory Orders m/m,0.2%,0.1%,1.0%
5439,2021-11-02,All Day,USD,low,Wards Total Vehicle Sales,13.0M,12.5M,12.2M
5440,2021-11-02,11:30,AUD,high,Cash Rate,0.10%,0.10%,0.10%
5441,2021-11-02,All Day,JPY,holiday,Bank Holiday,,,
5442,2021-11-02, ,NZD,low,Labor Cost Index q/q,0.7%,0.8%,0.9%
5443,2021-11-02, ,NZD,high,Unemployment Rate,3.4%,3.9%,4.0%
5444,2021-11-02,23:13,NZD,low,GDT Price Index,4.3%,,2.2%
5445,2021-11-02,21:10,USD,low,IBD/TIPP Economic Optimism,43.9,49.3,46.8
5446,2021-11-02, ,CHF,low,Retail Sales y/y,2.5%,1.4%,0.8%
5447,2021-11-02,5:45,NZD,low,Building Consents m/m,-1.9%,,3.8%
5448,2021-11-02,13:00,AUD,high,RBA Gov Lowe Speaks,,,
5449,2021-11-02,20:30,CAD,low,Building Permits m/m,4.3%,2.2%,-2.0%
5450,2021-11-02,13:50,AUD,low,RBA Deputy Gov Debelle Speaks,,,
5451,2021-11-02,15:30,CHF,low,CPI m/m,0.3%,0.2%,0.0%
5452,2021-11-02,7:50,JPY,low,Monetary Base y/y,9.9%,12.3%,11.7%
5453,2021-11-02,16:15,EUR,low,Spanish Manufacturing PMI,57.4,58.2,58.1
5454,2021-11-02,16:45,EUR,low,Italian Manufacturing PMI,61.1,59.6,59.7
5455,2021-11-02,16:50,EUR,low,French Final Manufacturing PMI,53.6,53.5,53.5
5456,2021-11-02,16:55,EUR,low,German Final Manufacturing PMI,57.8,58.2,58.2
5457,2021-11-02,17:00,EUR,low,Final Manufacturing PMI,58.3,58.5,58.5
5458,2021-11-01,9:45,CNY,low,Caixin Manufacturing PMI,50.6,50.2,50.0
5459,2021-11-01,8:30,AUD,low,ANZ Job Advertisements m/m,6.2%,,-2.8%
5460,2021-11-01,8:00,AUD,low,MI Inflation Gauge m/m,0.2%,,0.3%
5461,2021-11-01,5:30,AUD,low,AIG Manufacturing Index,50.4,,51.2
5462,2021-11-01, ,AUD,high,RBA Rate Statement,,,
5463,2021-11-01, ,JPY,low,Monetary Policy Meeting Minutes,,,
5464,2021-11-01,11:35,JPY,low,10-y Bond Auction,0.11|3.1,,0.05|2.5
5465,2021-11-01,21:30,CAD,low,Manufacturing PMI,57.7,,57.0
5466,2021-11-01, ,USD,low,ISM Manufacturing Prices,85.7,82.5,81.2
5467,2021-11-01,15:00,EUR,low,German Retail Sales m/m,-2.5%,0.5%,1.2%
5468,2021-11-01,22:00,USD,high,ISM Manufacturing PMI,60.8,60.4,61.1
5469,2021-11-01,21:45,USD,low,Final Manufacturing PMI,58.4,59.2,59.2
5470,2021-11-01,17:30,GBP,low,Final Manufacturing PMI,57.8,57.7,57.7
5471,2021-11-01, ,USD,low,Construction Spending m/m,-0.5%,0.6%,0.1%
5472,2021-11-01,16:30,CHF,low,Manufacturing PMI,65.4,65.9,68.1
5473,2021-11-01,All Day,EUR,holiday,Italian Bank Holiday,,,
5474,2021-11-01,All Day,EUR,holiday,French Bank Holiday,,,
5475,2021-11-01,13:30,AUD,low,Commodity Prices y/y,40.7%,,36.8%
5476,2021-10-31,9:00,CNY,low,Manufacturing PMI,49.2,49.7,49.6
5477,2021-10-31,10:00,CHF,holiday,Daylight Saving Time Shift,,,
5478,2021-10-31, ,JPY,low,Final Manufacturing PMI,53.2,53.0,53.0
5479,2021-10-31,Day 2,All,medium,G20 Meetings,,,
5480,2021-10-31,All Day,JPY,medium,Lower House Elections,,,
5481,2021-10-30, ,CNY,low,Non-Manufacturing PMI,52.4,53.0,53.2
5482,2021-10-30, ,EUR,holiday,Daylight Saving Time Shift,,,
5483,2021-10-30, ,GBP,holiday,Daylight Saving Time Shift,,,
5484,2021-10-30,Day 1,All,medium,G20 Meetings,,,
5485,2021-10-29,21:45,USD,medium,Chicago PMI,68.4,63.6,64.7
5486,2021-10-29, ,CAD,low,IPPI m/m,1.0%,1.0%,-0.3%
5487,2021-10-29, ,CAD,low,RMPI m/m,2.5%,2.5%,-3.1%
5488,2021-10-29, ,USD,high,Core PCE Price Index m/m,0.2%,0.2%,0.3%
5489,2021-10-29, ,USD,low,Personal Income m/m,-1.0%,-0.2%,0.2%
5490,2021-10-29, ,USD,low,Personal Spending m/m,0.6%,0.6%,1.0%
5491,2021-10-29,7:30,JPY,low,Tokyo Core CPI y/y,0.1%,0.3%,0.1%
5492,2021-10-29,22:00,USD,medium,Revised UoM Consumer Sentiment,71.7,71.4,71.4
5493,2021-10-29, ,USD,low,Revised UoM Inflation Expectations,4.8%,,4.8%
5494,2021-10-29,7:50,JPY,low,Prelim Industrial Production m/m,-5.4%,-2.8%,-3.6%
5495,2021-10-29,8:30,AUD,medium,PPI q/q,1.1%,0.6%,0.7%
5496,2021-10-29,8:32,AUD,low,Private Sector Credit m/m,0.6%,0.5%,0.6%
5497,2021-10-29, ,EUR,low,Prelim Flash GDP q/q,2.2%,2.1%,2.2%
5498,2021-10-29,20:30,CAD,high,GDP m/m,0.4%,0.7%,-0.1%
5499,2021-10-29, ,USD,low,Employment Cost Index q/q,1.3%,0.9%,0.7%
5500,2021-10-29, ,EUR,low,Italian Prelim CPI m/m,0.6%,0.4%,-0.2%
5501,2021-10-29, ,EUR,low,Spanish Flash GDP q/q,2.0%,2.9%,1.1%
5502,2021-10-29, ,EUR,low,French Flash GDP q/q,3.0%,2.2%,1.1%
5503,2021-10-29,13:30,EUR,low,French Consumer Spending m/m,-0.2%,0.5%,0.7%
5504,2021-10-29,13:00,JPY,low,Housing Starts y/y,4.3%,7.8%,7.5%
5505,2021-10-29,24:59,JPY,low,Consumer Confidence,39.2,40.4,37.8
5506,2021-10-29,14:45,EUR,low,French Prelim CPI m/m,0.4%,0.3%,-0.2%
5507,2021-10-29,15:00,CHF,medium,KOF Economic Barometer,110.7,107.8,111.0
5508,2021-10-29, ,EUR,low,Core CPI Flash Estimate y/y,2.1%,1.9%,1.9%
5509,2021-10-29,16:00,EUR,medium,German Prelim GDP q/q,1.8%,2.2%,1.6%
5510,2021-10-29, ,EUR,low,Italian Prelim GDP q/q,2.6%,2.0%,2.7%
5511,2021-10-29,16:30,GBP,low,M4 Money Supply m/m,0.6%,0.6%,0.5%
5512,2021-10-29, ,GBP,low,Mortgage Approvals,73K,72K,74K
5513,2021-10-29,16:32,GBP,low,Net Lending to Individuals m/m,9.8B,6.3B,5.0B
5514,2021-10-29,17:00,EUR,low,CPI Flash Estimate y/y,4.1%,3.7%,3.4%
5515,2021-10-28,22:30,USD,low,Natural Gas Storage,87B,86B,92B
5516,2021-10-28,7:50,JPY,low,Retail Sales y/y,-0.6%,-2.2%,-3.2%
5517,2021-10-28,8:30,AUD,low,Import Prices q/q,5.4%,3.4%,1.9%
5518,2021-10-28,10:45,JPY,high,BOJ Outlook Report,,,
5519,2021-10-28, ,AUD,low,Retail Sales m/m,1.3%,0.4%,-1.7%
5520,2021-10-28, ,JPY,low,Unemployment Rate,2.8%,2.8%,2.8%
5521,2021-10-28,23:15,USD,low,President Biden Speaks,,,
5522,2021-10-28,7:40,AUD,low,RBA Deputy Gov Debelle Speaks,,,
5523,2021-10-28, ,USD,medium,Unemployment Claims,281K,290K,291K
5524,2021-10-28,22:00,USD,medium,Pending Home Sales m/m,-2.3%,0.4%,8.1%
5525,2021-10-28, ,USD,high,Advance GDP q/q,2.0%,2.6%,6.7%
5526,2021-10-28,20:30,EUR,high,ECB Press Conference,,,
5527,2021-10-28, ,EUR,medium,Main Refinancing Rate,0.00%,0.00%,0.00%
5528,2021-10-28,19:45,EUR,high,Monetary Policy Statement,,,
5529,2021-10-28,17:19,EUR,low,Italian 10-y Bond Auction,1.05|1.3,,0.86|1.7
5530,2021-10-28,15:55,EUR,low,German Unemployment Change,-39K,-20K,-31K
5531,2021-10-28,All Day,EUR,low,German Prelim CPI m/m,0.5%,0.4%,0.0%
5532,2021-10-28, ,USD,medium,Advance GDP Price Index q/q,5.7%,5.3%,6.1%
5533,2021-10-28,14:30,JPY,medium,BOJ Press Conference,,,
5534,2021-10-28,15:00,EUR,low,Spanish Flash CPI y/y,5.5%,4.4%,4.0%
5535,2021-10-28, ,EUR,low,Spanish Unemployment Rate,14.6%,14.1%,15.3%
5536,2021-10-27, ,JPY,medium,Monetary Policy Statement,,,
5537,2021-10-27,23:00,CAD,high,BOC Press Conference,,,
5538,2021-10-27,8:00,NZD,low,ANZ Business Confidence,-13.4,,-8.6
5539,2021-10-27, ,JPY,low,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
5540,2021-10-27,5:45,NZD,low,Trade Balance,-2171M,-762M,-2139M
5541,2021-10-27,7:01,GBP,low,BRC Shop Price Index y/y,-0.4%,,-0.5%
5542,2021-10-27,8:30,AUD,high,CPI q/q,0.8%,0.8%,0.8%
5543,2021-10-27, ,CAD,medium,Overnight Rate,0.25%,0.25%,0.25%
5544,2021-10-27,22:30,USD,medium,Crude Oil Inventories,4.3M,2.0M,-0.4M
5545,2021-10-27,19:34,GBP,high,Annual Budget Release,,,
5546,2021-10-27, ,CAD,high,BOC Rate Statement,,,
5547,2021-10-27,14:00,EUR,low,German GfK Consumer Climate,0.9,-0.4,0.4
5548,2021-10-27,22:00,CAD,high,BOC Monetary Policy Report,,,
5549,2021-10-27,16:00,CHF,low,Credit Suisse Economic Expectations,15.6,,25.7
5550,2021-10-27, ,EUR,low,M3 Money Supply y/y,7.4%,7.5%,7.9%
5551,2021-10-27, ,EUR,low,Private Loans y/y,4.1%,4.4%,4.2%
5552,2021-10-27, ,EUR,low,German Import Prices m/m,1.3%,1.5%,1.4%
5553,2021-10-27, ,GBP,medium,Autumn Forecast Statement,,,
5554,2021-10-27,20:30,USD,medium,Core Durable Goods Orders m/m,0.4%,0.4%,0.3%
5555,2021-10-27, ,USD,medium,Durable Goods Orders m/m,-0.4%,-1.1%,1.3%
5556,2021-10-27, ,USD,low,Goods Trade Balance,-96.3B,-88.2B,-88.2B
5557,2021-10-27, ,USD,low,Prelim Wholesale Inventories m/m,1.1%,1.0%,1.2%
5558,2021-10-26,18:00,GBP,low,CBI Realized Sales,30,14,11
5559,2021-10-26,21:00,USD,low,HPI m/m,1.0%,1.5%,1.4%
5560,2021-10-26, ,USD,low,S&P/CS Composite-20 HPI y/y,19.7%,20.1%,20.0%
5561,2021-10-26,21:59,USD,medium,Richmond Manufacturing Index,12,4,-3
5562,2021-10-26,22:00,USD,medium,CB Consumer Confidence,113.8,108.4,109.8
5563,2021-10-26, ,USD,low,New Home Sales,800K,755K,702K
5564,2021-10-26, ,AUD,high,Trimmed Mean CPI q/q,0.7%,0.5%,0.5%
5565,2021-10-26,7:50,JPY,low,SPPI y/y,0.9%,1.1%,1.0%
5566,2021-10-26,24:59,JPY,low,BOJ Core CPI y/y,0.6%,0.3%,0.3%
5567,2021-10-25, ,GBP,low,MPC Member Tenreyro Speaks,,,
5568,2021-10-25,18:00,EUR,low,German Buba Monthly Report,,,
5569,2021-10-25,21:00,EUR,low,Belgian NBB Business Climate,4.0,2.3,4.0
5570,2021-10-25,16:00,EUR,medium,German ifo Business Climate,97.7,98.2,98.9
5571,2021-10-24,All Day,NZD,holiday,Bank Holiday,,,
5572,2021-10-23,1:58,USD,low,Federal Budget Balance,-61.5B,-61.0B,-170.6B
5573,2021-10-22,7:01,GBP,low,GfK Consumer Confidence,-17,-16,-13
5574,2021-10-22,7:30,JPY,low,National Core CPI y/y,0.1%,0.1%,0.0%
5575,2021-10-22,8:30,JPY,low,Flash Manufacturing PMI,53.0,51.6,51.5
5576,2021-10-22, ,CAD,medium,Retail Sales m/m,2.1%,2.0%,-0.1%
5577,2021-10-22,23:00,USD,high,Fed Chair Powell Speaks,,,
5578,2021-10-22,22:00,USD,low,FOMC Member Daly Speaks,,,
5579,2021-10-22, ,USD,medium,Flash Services PMI,58.2,55.3,54.9
5580,2021-10-22,21:45,USD,medium,Flash Manufacturing PMI,59.2,60.5,60.7
5581,2021-10-22,21:00,CNY,low,CB Leading Index m/m,0.4%,,0.5%
5582,2021-10-22,15:15,EUR,medium,French Flash Manufacturing PMI,53.5,53.9,55.0
5583,2021-10-22,20:30,CAD,medium,Core Retail Sales m/m,2.8%,2.6%,-0.4%
5584,2021-10-22,15:30,EUR,high,German Flash Manufacturing PMI,58.2,56.5,58.4
5585,2021-10-22,14:00,GBP,medium,Retail Sales m/m,-0.2%,0.6%,-0.6%
5586,2021-10-22,3:00,AUD,high,RBA Gov Lowe Speaks,,,
5587,2021-10-22, ,EUR,medium,French Flash Services PMI,56.6,55.6,56.2
5588,2021-10-22, ,GBP,medium,Flash Services PMI,58.0,54.5,55.4
5589,2021-10-22,6:00,AUD,low,Flash Manufacturing PMI,57.3,,56.8
5590,2021-10-22, ,EUR,high,German Flash Services PMI,52.4,55.2,56.2
5591,2021-10-22,16:00,EUR,medium,Flash Manufacturing PMI,58.5,57.0,58.6
5592,2021-10-22, ,EUR,medium,Flash Services PMI,54.7,55.4,56.4
5593,2021-10-22,16:30,GBP,medium,Flash Manufacturing PMI,57.7,56.1,57.1
5594,2021-10-21,10:00,NZD,low,Credit Card Spending y/y,-12.9%,,-6.9%
5595,2021-10-21,2:00,USD,low,Beige Book,,,
5596,2021-10-21,1:00,USD,low,FOMC Member Quarles Speaks,,,
5597,2021-10-21,12:00,USD,low,FOMC Member Evans Speaks,,,
5598,2021-10-21, ,AUD,low,Flash Services PMI,52.0,,45.5
5599,2021-10-21,8:30,AUD,low,NAB Quarterly Business Confidence,-1,,18
5600,2021-10-21,20:30,CAD,low,NHPI m/m,0.4%,0.6%,0.7%
5601,2021-10-21,22:30,USD,low,Natural Gas Storage,92B,87B,81B
5602,2021-10-21,14:00,GBP,low,Public Sector Net Borrowing,21.0B,23.5B,16.1B
5603,2021-10-21, ,USD,low,Existing Home Sales,6.29M,6.10M,5.88M
5604,2021-10-21, ,USD,medium,Unemployment Claims,290K,298K,296K
