,date,time,currency,impact,event,actual,forecast,previous
3678,2022-07-29,14:00,CHF,Low,KOF Economic Barometer,90.1,95.3,95.2
3679,2022-07-29,23:59,JPY,Low,Consumer Confidence,30.2,31.4,32.1
3680,2022-07-29, ,EUR,Low,Spanish Flash GDP q/q,1.1%,0.4%,0.2%
3681,2022-07-29, ,EUR,Low,Italian Prelim CPI m/m,0.4%,0.5%,1.2%
3682,2022-07-29, ,USD,Low,Revised UoM Inflation Expectations,,,5.2%
3683,2022-07-29,21:00,USD,Medium,Revised UoM Consumer Sentiment,,51.1,51.1
3684,2022-07-29,20:45,USD,Low,Chicago PMI,52.1,55.1,56.0
3685,2022-07-29, ,USD,Low,Personal Spending m/m,1.1%,0.9%,0.3%
3686,2022-07-29, ,USD,Low,Personal Income m/m,0.6%,0.5%,0.6%
3687,2022-07-29, ,USD,Low,Employment Cost Index q/q,1.3%,1.1%,1.4%
3688,2022-07-29,19:30,CAD,Medium,GDP m/m,0.0%,-0.2%,0.3%
3689,2022-07-29, ,EUR,Low,Prelim Flash GDP q/q,0.7%,0.2%,0.6%
3690,2022-07-29, ,USD,High,Core PCE Price Index m/m,0.6%,0.5%,0.3%
3691,2022-07-29, ,EUR,Medium,Core CPI Flash Estimate y/y,4.0%,3.9%,3.7%
3692,2022-07-29,14:55,EUR,Low,German Unemployment Change,48K,18K,132K
3693,2022-07-29,16:00,EUR,Medium,CPI Flash Estimate y/y,8.9%,8.7%,8.6%
3694,2022-07-29, ,GBP,Low,Net Lending to Individuals m/m,,7.2B,8.9B
3695,2022-07-29, ,GBP,Low,Mortgage Approvals,,64K,66K
3696,2022-07-29,15:30,GBP,Low,M4 Money Supply m/m,-0.3%,0.7%,0.6%
3697,2022-07-29, ,EUR,Low,German Prelim GDP q/q,0.0%,0.1%,0.2%
3698,2022-07-29,15:00,EUR,Low,Italian Prelim GDP q/q,1.0%,0.3%,0.1%
3699,2022-07-28,All Day,EUR,Low,German Prelim CPI m/m,0.9%,0.6%,0.1%
3700,2022-07-28,1:00,USD,High,FOMC Statement,,,
3701,2022-07-28, ,USD,High,Federal Funds Rate,,2.50%,1.75%
3702,2022-07-28,1:30,USD,High,FOMC Press Conference,,,
3703,2022-07-28,8:00,NZD,Low,ANZ Business Confidence,,,-62.6
3704,2022-07-28,8:30,AUD,Low,Import Prices q/q,4.3%,4.5%,5.1%
3705,2022-07-28, ,AUD,Low,Retail Sales m/m,0.2%,0.5%,0.9%
3706,2022-07-28,14:00,EUR,Low,Spanish Unemployment Rate,12.5%,13.2%,13.6%
3707,2022-07-28,19:30,USD,High,Advance GDP q/q,-0.9%,0.4%,-1.6%
3708,2022-07-28, ,USD,Medium,Advance GDP Price Index q/q,8.7%,7.9%,8.2%
3709,2022-07-28, ,USD,Medium,Unemployment Claims,,253K,261K
3710,2022-07-28,21:30,USD,Low,Natural Gas Storage,15B,19B,32B
3711,2022-07-28,16:15,EUR,Low,Italian 10-y Bond Auction,,,3.47|1.6
3712,2022-07-27,19:30,USD,Medium,Core Durable Goods Orders m/m,,0.2%,0.5%
3713,2022-07-27,16:33,EUR,Low,German 10-y Bond Auction,,,1.22|1.1
3714,2022-07-27,8:30,AUD,High,CPI q/q,1.8%,1.9%,2.1%
3715,2022-07-27, ,AUD,High,Trimmed Mean CPI q/q,,1.5%,1.5%
3716,2022-07-27,13:00,EUR,Low,German GfK Consumer Climate,-30.6,-29.0,-27.7
3717,2022-07-27,15:00,CHF,Low,Credit Suisse Economic Expectations,,,-72.7
3718,2022-07-27, ,EUR,Low,M3 Money Supply y/y,5.7%,5.4%,5.8%
3719,2022-07-27, ,EUR,Low,Private Loans y/y,,4.6%,4.6%
3720,2022-07-27, ,USD,Low,Goods Trade Balance,-98.2B,-103.2B,-104.0B
3721,2022-07-27, ,USD,Medium,Durable Goods Orders m/m,1.9%,-0.5%,0.8%
3722,2022-07-27, ,USD,Low,Prelim Wholesale Inventories m/m,1.9%,1.5%,1.8%
3723,2022-07-27,20:00,CNY,Low,CB Leading Index m/m,,,-0.6%
3724,2022-07-27,21:00,USD,Medium,Pending Home Sales m/m,-8.6%,-1.1%,0.4%
3725,2022-07-27,21:30,USD,Low,Crude Oil Inventories,-4.5M,-1.5M,-0.4M
3726,2022-07-27,6:01,GBP,Low,BRC Shop Price Index y/y,,,3.1%
3727,2022-07-26,6:50,JPY,Low,Monetary Policy Meeting Minutes,,,
3728,2022-07-26,20:00,USD,Low,HPI m/m,1.4%,1.5%,1.5%
3729,2022-07-26, ,JPY,Low,SPPI y/y,,2.0%,1.9%
3730,2022-07-26,17:00,GBP,Low,CBI Realized Sales,-4,-10,-5
3731,2022-07-26,23:59,JPY,Low,BOJ Core CPI y/y,1.6%,1.5%,1.5%
3732,2022-07-26, ,USD,Low,S&P/CS Composite-20 HPI y/y,,20.5%,21.2%
3733,2022-07-26,21:00,USD,High,CB Consumer Confidence,95.7,97.3,98.4
3734,2022-07-26, ,USD,Low,New Home Sales,590K,663K,642K
3735,2022-07-26,20:59,USD,Medium,Richmond Manufacturing Index,0,-13,-11
3736,2022-07-25,19:55,EUR,Low,Belgian NBB Business Climate,-2.8,-1.5,-1.8
3737,2022-07-25,17:00,GBP,Low,CBI Industrial Order Expectations,8,13,18
3738,2022-07-25,15:00,EUR,Medium,German ifo Business Climate,88.6,90.0,92.2
3739,2022-07-22, ,EUR,High,German Flash Services PMI,49.2,51.4,52.4
3740,2022-07-22,6:00,AUD,Low,Flash Manufacturing PMI,,,56.2
3741,2022-07-22, ,AUD,Low,Flash Services PMI,,,52.6
3742,2022-07-22,6:01,GBP,Low,GfK Consumer Confidence,-41,-42,-41
3743,2022-07-22,6:30,JPY,Low,National Core CPI y/y,,2.2%,2.1%
3744,2022-07-22,7:30,JPY,Low,Flash Manufacturing PMI,52.2,53.1,52.7
3745,2022-07-22,13:00,GBP,Medium,Retail Sales m/m,-0.1%,-0.2%,-0.8%
3746,2022-07-22,14:15,EUR,High,French Flash Services PMI,52.1,52.6,53.9
3747,2022-07-22, ,EUR,Medium,French Flash Manufacturing PMI,49.6,51.1,51.4
3748,2022-07-22,14:30,EUR,High,German Flash Manufacturing PMI,49.2,50.6,52.0
3749,2022-07-22,15:00,EUR,Low,Flash Manufacturing PMI,49.6,51.0,52.1
3750,2022-07-22,17:00,EUR,Low,German Buba Monthly Report,,,
3751,2022-07-22,20:45,USD,High,Flash Services PMI,47.0,52.6,52.7
3752,2022-07-22, ,CAD,Medium,Retail Sales m/m,2.2%,1.6%,0.7%
3753,2022-07-22,19:30,CAD,Medium,Core Retail Sales m/m,1.9%,1.8%,1.1%
3754,2022-07-22, ,USD,Medium,Flash Manufacturing PMI,,52.0,52.7
3755,2022-07-22, ,GBP,High,Flash Services PMI,53.3,52.9,54.3
3756,2022-07-22,15:30,GBP,High,Flash Manufacturing PMI,,52.1,52.8
3757,2022-07-22, ,EUR,Low,Flash Services PMI,50.6,52.0,53.0
3758,2022-07-21,15:00,GBP,Low,MPC Member Pill Speaks,,,
3759,2022-07-21,6:50,JPY,Low,Trade Balance,-1.93T,-2.10T,-1.89T
3760,2022-07-21,5:45,NZD,Low,Trade Balance,-701M,240M,195M
3761,2022-07-21,8:30,AUD,Low,NAB Quarterly Business Confidence,,,15
3762,2022-07-21,10:00,NZD,Low,Credit Card Spending y/y,,,2.3%
3763,2022-07-21,10:05,JPY,High,BOJ Outlook Report,,,
3764,2022-07-21, ,JPY,High,Monetary Policy Statement,,,
3765,2022-07-21, ,JPY,Low,BOJ Policy Rate,,-0.10%,-0.10%
3766,2022-07-21,13:00,GBP,Low,Public Sector Net Borrowing,22.1B,21.3B,11.8B
3767,2022-07-21,13:30,JPY,High,BOJ Press Conference,,,
3768,2022-07-21,21:00,USD,Low,CB Leading Index m/m,-0.8%,-0.6%,-0.6%
3769,2022-07-21,15:49,EUR,Low,Spanish 10-y Bond Auction,,,2.45|1.5
3770,2022-07-21, ,EUR,High,Monetary Policy Statement,,,
3771,2022-07-21,19:30,CAD,Low,NHPI m/m,0.2%,0.6%,0.5%
3772,2022-07-21, ,USD,Medium,Philly Fed Manufacturing Index,-12.3,0.9,-3.3
3773,2022-07-21, ,USD,Medium,Unemployment Claims,251K,240K,244K
3774,2022-07-21,19:45,EUR,High,ECB Press Conference,,,
3775,2022-07-21,21:30,USD,Low,Natural Gas Storage,32B,45B,58B
3776,2022-07-21,19:15,EUR,High,Main Refinancing Rate,0.50%,0.25%,0.00%
3777,2022-07-20, ,GBP,High,CPI y/y,9.4%,9.3%,9.1%
3778,2022-07-20, ,GBP,Low,RPI y/y,,11.8%,11.7%
3779,2022-07-20, ,GBP,Low,PPI Output m/m,1.4%,1.0%,1.6%
3780,2022-07-20, ,GBP,Low,PPI Input m/m,1.8%,1.2%,2.4%
3781,2022-07-20, ,GBP,Low,Core CPI y/y,,5.8%,5.9%
3782,2022-07-20,1:35,USD,Medium,FOMC Member Brainard Speaks,,,
3783,2022-07-20,13:00,EUR,Low,German PPI m/m,0.6%,1.6%,1.6%
3784,2022-07-20,7:30,AUD,Low,MI Leading Index m/m,,,-0.1%
3785,2022-07-20,6:10,AUD,High,RBA Gov Lowe Speaks,,,
3786,2022-07-20,15:30,GBP,Low,HPI y/y,12.8%,11.9%,11.9%
3787,2022-07-20,15:00,EUR,Low,Current Account,-4.5B,4.5B,-3.9B
3788,2022-07-20, ,CAD,Low,RMPI m/m,-0.1%,4.1%,2.7%
3789,2022-07-20,19:30,CAD,High,CPI m/m,0.7%,0.9%,1.4%
3790,2022-07-20, ,CAD,Medium,Median CPI y/y,4.9%,5.1%,4.9%
3791,2022-07-20, ,CAD,Medium,Trimmed CPI y/y,5.5%,5.6%,5.4%
3792,2022-07-20, ,CAD,Low,IPPI m/m,-1.1%,-0.6%,1.8%
3793,2022-07-20, ,CAD,Medium,Common CPI y/y,4.6%,4.2%,4.5%
3794,2022-07-20,19:32,CAD,Low,Core CPI m/m,,,0.8%
3795,2022-07-20,21:00,EUR,Low,Consumer Confidence,-27,-25,-24
3796,2022-07-20, ,USD,Medium,Existing Home Sales,5.12M,5.37M,5.41M
3797,2022-07-20,21:30,USD,Low,Crude Oil Inventories,-0.4M,2.1M,3.3M
3798,2022-07-19,16:00,EUR,Low,Final CPI y/y,,8.6%,8.6%
3799,2022-07-19,3:00,USD,Low,TIC Long-Term Purchases,155.3B,84.1B,87.2B
3800,2022-07-19,8:30,AUD,High,Monetary Policy Meeting Minutes,,,
3801,2022-07-19,13:00,CHF,Low,Trade Balance,3.80B,3.05B,2.99B
3802,2022-07-19, ,GBP,Low,Average Earnings Index 3m/y,6.2%,6.7%,6.8%
3803,2022-07-19, ,GBP,Low,Claimant Count Change,-20.0K,-41.2K,-34.7K
3804,2022-07-19, ,GBP,Low,Unemployment Rate,,3.8%,3.8%
3805,2022-07-19,10:00,AUD,Low,RBA Deputy Gov Bullock Speaks,,,
3806,2022-07-19, ,EUR,Low,Final Core CPI y/y,,3.7%,3.7%
3807,2022-07-19, ,USD,Low,Housing Starts,,1.57M,1.59M
3808,2022-07-19,21:30,AUD,Low,CB Leading Index m/m,,,0.6%
3809,2022-07-19,21:34,NZD,Low,GDT Price Index,,,-4.1%
3810,2022-07-19,22:00,GBP,High,BOE Gov Bailey Speaks,,,
3811,2022-07-19,19:30,USD,Low,Building Permits,1.69M,1.64M,1.70M
3812,2022-07-18,15:00,EUR,Low,Italian Trade Balance,-0.01B,-2.32B,-3.64B
3813,2022-07-18,5:30,NZD,Low,BusinessNZ Services Index,,,55.3
3814,2022-07-18,6:10,GBP,Low,Rightmove HPI m/m,,,0.3%
3815,2022-07-18,All Day,JPY,Non-Economic,Bank Holiday,,,
3816,2022-07-18,5:45,NZD,High,CPI q/q,1.7%,1.5%,1.8%
3817,2022-07-18,16:00,GBP,Medium,MPC Member Saunders Speaks,,,
3818,2022-07-18,19:13,CAD,Low,Housing Starts,274K,285K,282K
3819,2022-07-18,21:00,USD,Low,NAHB Housing Market Index,55,66,67
3820,2022-07-17,9:30,AUD,Medium,RBA Gov Lowe Speaks,,,
3821,2022-07-15, ,CAD,Low,Wholesale Sales m/m,1.6%,2.0%,-0.5%
3822,2022-07-15,5:30,NZD,Low,BusinessNZ Manufacturing Index,,,52.6
3823,2022-07-15,9:00,CNY,High,GDP q/y,0.4%,1.2%,4.8%
3824,2022-07-15, ,CNY,Medium,Retail Sales y/y,3.1%,0.3%,-6.7%
3825,2022-07-15, ,CNY,Low,Fixed Asset Investment ytd/y,,6.0%,6.2%
3826,2022-07-15, ,CNY,Low,Industrial Production y/y,,4.0%,0.7%
3827,2022-07-15, ,CNY,Low,NBS Press Conference,,,
3828,2022-07-15, ,CNY,Low,Unemployment Rate,5.5%,5.7%,5.9%
3829,2022-07-15,23:30,JPY,Low,Tertiary Industry Activity m/m,0.8%,0.5%,0.7%
3830,2022-07-15,16:00,EUR,Low,Trade Balance,-26.0B,-34.8B,-31.8B
3831,2022-07-15,19:30,CAD,Low,Foreign Securities Purchases,2.35B,25.55B,22.17B
3832,2022-07-15, ,USD,High,Core Retail Sales m/m,1.0%,0.7%,0.6%
3833,2022-07-15, ,USD,Low,Prelim UoM Inflation Expectations,,,5.3%
3834,2022-07-15,20:15,USD,Low,Capacity Utilization Rate,80.0%,80.7%,80.3%
3835,2022-07-15, ,USD,Low,Business Inventories m/m,1.4%,1.3%,1.3%
3836,2022-07-15,21:00,USD,High,Prelim UoM Consumer Sentiment,51.1,49.0,50.0
3837,2022-07-15, ,USD,Low,Industrial Production m/m,-0.2%,0.1%,0.0%
3838,2022-07-15, ,USD,High,Retail Sales m/m,1.0%,0.9%,-0.1%
3839,2022-07-15,20:00,USD,Medium,FOMC Member Bullard Speaks,,,
3840,2022-07-15, ,USD,Low,Import Prices m/m,0.2%,0.7%,0.5%
3841,2022-07-15, ,USD,Medium,Empire State Manufacturing Index,11.1,-2.1,-1.2
3842,2022-07-14,13:30,CHF,Low,PPI m/m,0.3%,0.9%,0.9%
3843,2022-07-14,0:01,USD,Low,30-y Bond Auction,,,3.19|2.4
3844,2022-07-14,1:00,USD,Low,Beige Book,,,
3845,2022-07-14, ,USD,Low,Federal Budget Balance,-88.8B,-73.0B,-66.2B
3846,2022-07-14,6:01,GBP,Low,RICS House Price Balance,65%,70%,72%
3847,2022-07-14,8:02,AUD,Low,MI Inflation Expectations,,,6.7%
3848,2022-07-14,8:30,AUD,High,Employment Change,88.4K,30.0K,60.6K
3849,2022-07-14, ,AUD,High,Unemployment Rate,3.5%,3.8%,3.9%
3850,2022-07-14,23:30,JPY,Low,Revised Industrial Production m/m,-7.5%,-7.2%,-7.2%
3851,2022-07-14,13:00,EUR,Low,German WPI m/m,0.1%,0.9%,1.0%
3852,2022-07-14,15:30,GBP,Low,BOE Credit Conditions Survey,,,
3853,2022-07-14,All Day,EUR,Non-Economic,French Bank Holiday,,,
3854,2022-07-14,16:00,EUR,Medium,EU Economic Forecasts,,,
3855,2022-07-14,19:30,CAD,Low,Manufacturing Sales m/m,-2.0%,-2.5%,2.6%
3856,2022-07-14, ,USD,High,PPI m/m,1.1%,0.8%,0.8%
3857,2022-07-14, ,USD,Medium,Core PPI m/m,0.4%,0.5%,0.5%
3858,2022-07-14, ,USD,Medium,Unemployment Claims,244K,235K,235K
3859,2022-07-14,21:30,USD,Low,Natural Gas Storage,,56B,60B
3860,2022-07-14,22:00,USD,Medium,FOMC Member Waller Speaks,,,
3861,2022-07-13, ,GBP,Medium,GDP m/m,0.5%,0.1%,-0.2%
3862,2022-07-13, ,GBP,Low,Manufacturing Production m/m,1.4%,0.0%,-0.6%
3863,2022-07-13, ,GBP,Low,Industrial Production m/m,0.9%,0.0%,-0.1%
3864,2022-07-13, ,GBP,Low,Index of Services 3m/3m,0.1%,-0.1%,0.2%
3865,2022-07-13, ,GBP,Low,Goods Trade Balance,-21.4B,-19.8B,-21.5B
3866,2022-07-13, ,GBP,Low,Construction Output m/m,1.5%,0.2%,0.3%
3867,2022-07-13,13:41,CNY,Low,USD-Denominated Trade Balance,97.9B,76.8B,78.8B
3868,2022-07-13,0:00,GBP,Medium,BOE Gov Bailey Speaks,,,
3869,2022-07-13, ,NZD,High,RBNZ Rate Statement,,,
3870,2022-07-13,9:00,NZD,High,Official Cash Rate,,2.50%,2.00%
3871,2022-07-13,5:45,NZD,Low,FPI m/m,,,0.7%
3872,2022-07-13,0:01,USD,Low,10-y Bond Auction,,,3.03|2.4
3873,2022-07-13,13:40,CNY,Low,Trade Balance,650B,430B,503B
3874,2022-07-13,13:00,EUR,Low,German Final CPI m/m,,0.1%,0.1%
3875,2022-07-13,13:45,EUR,Low,French Final CPI m/m,,0.7%,0.7%
3876,2022-07-13,20:30,GBP,Low,CB Leading Index m/m,,,-0.1%
3877,2022-07-13,22:00,CAD,High,BOC Press Conference,,,
3878,2022-07-13,21:30,USD,Low,Crude Oil Inventories,3.3M,-1.5M,8.2M
3879,2022-07-13, ,CAD,High,Overnight Rate,2.50%,2.25%,1.50%
3880,2022-07-13, ,CAD,High,BOC Rate Statement,,,
3881,2022-07-13,21:00,CAD,High,BOC Monetary Policy Report,,,
3882,2022-07-13,16:00,EUR,Low,Industrial Production m/m,0.8%,0.2%,0.5%
3883,2022-07-13, ,USD,High,Core CPI m/m,0.7%,0.5%,0.6%
3884,2022-07-13,19:30,USD,High,CPI m/m,1.3%,1.1%,1.0%
3885,2022-07-13,17:53,GBP,Low,NIESR GDP Estimate,,,0.4%
3886,2022-07-13,16:33,EUR,Low,German 30-y Bond Auction,,,1.16|3.1
3887,2022-07-13, ,USD,High,CPI y/y,9.1%,8.7%,8.6%
3888,2022-07-12,16:00,EUR,Low,German ZEW Economic Sentiment,-53.8,-40.6,-28.0
3889,2022-07-12,1:05,USD,Low,FOMC Member Williams Speaks,,,
3890,2022-07-12,5:45,NZD,Low,Visitor Arrivals m/m,,,89.7%
3891,2022-07-12,6:01,GBP,Low,BRC Retail Sales Monitor y/y,,-1.2%,-1.5%
3892,2022-07-12,7:26,AUD,Low,Westpac Consumer Sentiment,,,-4.5%
3893,2022-07-12,8:30,AUD,Low,NAB Business Confidence,,,6
3894,2022-07-12,15:00,GBP,Low,MPC Member Cunliffe Speaks,,,
3895,2022-07-12,11:30,EUR,Low,German Buba President Nagel Speaks,,,
3896,2022-07-12,16:02,EUR,Low,ZEW Economic Sentiment,-51.1,-39.0,-28.0
3897,2022-07-12,All Day,EUR,Low,ECOFIN Meetings,,,
3898,2022-07-12,16:15,GBP,Low,10-y Bond Auction,,,2.30|2.8
3899,2022-07-12,21:00,USD,Low,IBD/TIPP Economic Optimism,38.5,40.3,38.1
3900,2022-07-12,6:50,JPY,Low,PPI y/y,,9.1%,9.3%
3901,2022-07-12,16:59,USD,Low,NFIB Small Business Index,89.5,92.6,93.1
3902,2022-07-12,16:30,EUR,Low,German Buba President Nagel Speaks,,,
3903,2022-07-11,16:00,CNY,Low,M2 Money Supply y/y,11.4%,11.0%,11.1%
3904,2022-07-11, ,JPY,Low,M2 Money Stock y/y,3.3%,3.1%,3.1%
3905,2022-07-11,12:59,JPY,Low,Prelim Machine Tool Orders y/y,,,23.7%
3906,2022-07-11,15:00,EUR,Low,Italian Retail Sales m/m,1.9%,0.4%,0.3%
3907,2022-07-11,6:50,JPY,Low,Core Machinery Orders m/m,-5.6%,-5.3%,10.8%
3908,2022-07-11, ,CNY,Low,New Loans,2810B,2400B,1890B
3909,2022-07-11,All Day,EUR,Low,Eurogroup Meetings,,,
3910,2022-07-11,21:15,GBP,High,BOE Gov Bailey Speaks,,,
3911,2022-07-11,7:58,JPY,Medium,BOJ Gov Kuroda Speaks,,,
3912,2022-07-10,All Day,JPY,High,Upper House Elections,,,
3913,2022-07-09, ,CNY,Low,PPI y/y,,6.0%,6.4%
3914,2022-07-09,8:30,CNY,Low,CPI y/y,,2.5%,2.1%
3915,2022-07-09,2:00,USD,Low,Consumer Credit m/m,22.3B,30.0B,36.8B
3916,2022-07-08,0:00,USD,Medium,FOMC Member Bullard Speaks,,,
3917,2022-07-08,15:00,EUR,Low,Italian Industrial Production m/m,-1.1%,-1.4%,1.4%
3918,2022-07-08, ,USD,Low,FOMC Member Waller Speaks,,,
3919,2022-07-08,0:30,EUR,Low,German Buba President Nagel Speaks,,,
3920,2022-07-08,6:30,JPY,Low,Household Spending y/y,-0.5%,2.2%,-1.7%
3921,2022-07-08,6:50,JPY,Low,Bank Lending y/y,1.3%,0.9%,0.7%
3922,2022-07-08, ,JPY,Low,Current Account,0.01T,0.16T,0.51T
3923,2022-07-08,23:59,JPY,Low,Economy Watchers Sentiment,52.9,55.0,54.0
3924,2022-07-08,13:45,EUR,Low,French Trade Balance,-13.0B,-12.7B,-12.7B
3925,2022-07-08,18:55,EUR,Medium,ECB President Lagarde Speaks,,,
3926,2022-07-08, ,CAD,High,Unemployment Rate,4.9%,5.1%,5.1%
3927,2022-07-08, ,USD,High,Average Hourly Earnings m/m,,0.3%,0.4%
3928,2022-07-08, ,USD,High,Non-Farm Employment Change,372K,260K,384K
3929,2022-07-08, ,USD,High,Unemployment Rate,,3.6%,3.6%
3930,2022-07-08,21:00,USD,Low,Final Wholesale Inventories m/m,1.8%,2.0%,2.0%
3931,2022-07-08,22:00,USD,Low,FOMC Member Williams Speaks,,,
3932,2022-07-08,19:30,CAD,High,Employment Change,-43.2K,20.0K,39.8K
3933,2022-07-07,12:45,CHF,Low,Unemployment Rate,,2.2%,2.2%
3934,2022-07-07,14:00,CHF,Low,Foreign Currency Reserves,,,925B
3935,2022-07-07,13:07,GBP,Low,Halifax HPI m/m,1.8%,0.7%,1.2%
3936,2022-07-07,13:00,EUR,Low,German Industrial Production m/m,,0.3%,1.3%
3937,2022-07-07,5:30,AUD,Low,AIG Services Index,,,49.2
3938,2022-07-07,12:00,JPY,Low,Leading Indicators,,101.6%,102.9%
3939,2022-07-07,10:35,JPY,Low,30-y Bond Auction,,,1.05|3.1
3940,2022-07-07,16:02,EUR,Low,French 10-y Bond Auction,,,1.72|2.0
3941,2022-07-07,1:00,USD,High,FOMC Meeting Minutes,,,
3942,2022-07-07,15:53,EUR,Low,Spanish 10-y Bond Auction,,,2.15|2.0
3943,2022-07-07,8:30,AUD,Low,Trade Balance,15.97B,10.70B,13.25B
3944,2022-07-07,18:30,EUR,Medium,ECB Monetary Policy Meeting Accounts,,,
3945,2022-07-07,19:30,CAD,Low,Trade Balance,5.3B,2.5B,2.2B
3946,2022-07-07, ,USD,Medium,Unemployment Claims,235K,230K,231K
3947,2022-07-07, ,USD,Low,Trade Balance,,-85.0B,-86.7B
3948,2022-07-07,20:00,GBP,Low,MPC Member Mann Speaks,,,
3949,2022-07-07,21:00,CAD,Medium,Ivey PMI,62.2,74.0,72.0
3950,2022-07-07,21:30,USD,Low,Natural Gas Storage,60B,75B,82B
3951,2022-07-07,22:00,USD,Low,Crude Oil Inventories,8.2M,-1.6M,-2.8M
3952,2022-07-07, ,USD,Low,Challenger Job Cuts y/y,,,-15.8%
3953,2022-07-06,16:34,EUR,Low,German 10-y Bond Auction,,,1.33|1.7
3954,2022-07-06,11:30,GBP,Low,MPC Member Tenreyro Speaks,,,
3955,2022-07-06,13:00,EUR,Low,German Factory Orders m/m,0.1%,-0.5%,-1.8%
3956,2022-07-06,15:10,GBP,Low,MPC Member Pill Speaks,,,
3957,2022-07-06,15:30,GBP,Low,Construction PMI,52.6,54.9,56.4
3958,2022-07-06, ,GBP,Low,Housing Equity Withdrawal q/q,-6.9B,-10.3B,-10.4B
3959,2022-07-06,16:00,EUR,Low,Retail Sales m/m,0.2%,0.4%,-1.4%
3960,2022-07-06,20:00,GBP,Low,MPC Member Cunliffe Speaks,,,
3961,2022-07-06,20:45,USD,Low,Final Services PMI,52.7,51.6,51.6
3962,2022-07-06,21:00,USD,High,JOLTS Job Openings,11.25M,11.05M,11.68M
3963,2022-07-06, ,USD,Medium,ISM Services PMI,55.3,53.9,55.9
3964,2022-07-06, ,USD,Low,FOMC Member Williams Speaks,,,
3965,2022-07-05,8:45,CNY,Low,Caixin Services PMI,54.5,49.7,41.4
3966,2022-07-05,14:15,EUR,Low,Spanish Services PMI,54.0,53.4,56.5
3967,2022-07-05,13:45,EUR,Low,French Industrial Production m/m,0.0%,0.1%,-0.3%
3968,2022-07-05, ,AUD,High,RBA Rate Statement,,,
3969,2022-07-05,23:30,AUD,High,Cash Rate,,1.35%,0.85%
3970,2022-07-05,6:30,JPY,Low,Average Cash Earnings y/y,1.0%,1.5%,1.3%
3971,2022-07-05,8:30,AUD,Low,Retail Sales m/m,,0.9%,0.9%
3972,2022-07-05,8:02,NZD,Low,ANZ Commodity Prices m/m,,,-4.3%
3973,2022-07-05,5:30,AUD,Low,AIG Construction Index,,,50.4
3974,2022-07-05,5:00,NZD,Low,NZIER Business Confidence,,,-40
3975,2022-07-05,14:50,EUR,Low,French Final Services PMI,53.9,54.4,54.4
3976,2022-07-05,14:45,EUR,Low,Italian Services PMI,,51.6,53.7
3977,2022-07-05,10:35,JPY,Low,10-y Bond Auction,,,0.24|4.9
3978,2022-07-05,14:55,EUR,Low,German Final Services PMI,,52.4,52.4
3979,2022-07-05, ,GBP,Low,FPC Statement,,,
3980,2022-07-05,21:36,NZD,Low,GDT Price Index,,,-1.3%
3981,2022-07-05,21:00,USD,Low,Factory Orders m/m,1.6%,0.5%,0.7%
3982,2022-07-05,19:30,CAD,Low,Building Permits m/m,2.3%,-1.4%,-1.0%
3983,2022-07-05,15:00,EUR,Low,Final Services PMI,,52.8,52.8
3984,2022-07-05,17:00,GBP,Medium,BOE Gov Bailey Speaks,,,
3985,2022-07-05, ,GBP,Low,FPC Meeting Minutes,,,
3986,2022-07-05,16:30,GBP,Low,BOE Financial Stability Report,,,
3987,2022-07-05,16:04,GBP,Low,30-y Bond Auction,,,2.04|2.9
3988,2022-07-05,15:30,GBP,Low,Final Services PMI,54.3,53.4,53.4
3989,2022-07-04,6:50,JPY,Low,Monetary Base y/y,3.9%,4.9%,4.6%
3990,2022-07-04,8:04,AUD,Low,MI Inflation Gauge m/m,,,1.1%
3991,2022-07-04,8:30,AUD,Low,ANZ Job Advertisements m/m,,,1.0%
3992,2022-07-04, ,AUD,Low,Building Approvals m/m,9.9%,-2.0%,-3.9%
3993,2022-07-04,14:00,EUR,Low,Spanish Unemployment Change,,-41.3K,-99.5K
3994,2022-07-04,13:30,CHF,High,CPI m/m,0.5%,0.3%,0.7%
3995,2022-07-04,13:00,EUR,Low,German Trade Balance,-1.0B,4.2B,3.1B
3996,2022-07-04,15:30,EUR,Low,Sentix Investor Confidence,-26.4,-20.0,-15.8
3997,2022-07-04,All Day,USD,Non-Economic,Bank Holiday,,,
3998,2022-07-04,20:30,CAD,Low,Manufacturing PMI,,,56.8
3999,2022-07-04,21:00,EUR,Low,German Buba President Nagel Speaks,,,
4000,2022-07-04,21:30,CAD,Medium,BOC Business Outlook Survey,,,
4001,2022-07-04,16:00,EUR,Low,PPI m/m,0.7%,1.0%,1.2%
4002,2022-07-01,7:30,JPY,Low,Final Manufacturing PMI,,52.7,52.7
4003,2022-07-01,14:50,EUR,Low,French Final Manufacturing PMI,51.4,51.0,51.0
4004,2022-07-01,14:30,CHF,Low,Manufacturing PMI,59.1,57.9,60.0
4005,2022-07-01,14:15,EUR,Low,Spanish Manufacturing PMI,,52.3,53.8
4006,2022-07-01,13:30,AUD,Low,Commodity Prices y/y,,,34.7%
4007,2022-07-01,8:45,CNY,Low,Caixin Manufacturing PMI,51.7,50.2,48.1
4008,2022-07-01, ,JPY,Low,Unemployment Rate,2.6%,2.5%,2.5%
4009,2022-07-01, ,JPY,Low,Tankan Non-Manufacturing Index,,13,9
4010,2022-07-01,6:50,JPY,Low,Tankan Manufacturing Index,9,13,14
